Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9271312580108643,0.014994884442538024,0.42844055986404417,0.323568910241127,20.814703973276867,0.5932233808934688
2,0.9568528604507446,0.00490051481500268,0.2531117799282074,0.203060900259763,23.82400073594149,0.7337557488679886
3,0.9500662012100219,0.0041424670293927195,0.3968205842971802,0.33096118092536925,23.463894800606834,0.6540178342610597
4,0.9905724668502808,0.0036588670127093792,0.33621734571456907,0.32450046443939207,24.63987530263097,0.6709792224168778
5,0.9926816844940185,0.0033713274113833904,0.44548697996139525,0.4359830038547516,21.843254161930425,0.7382638610005379
6,1.0110294456481934,0.0029745676796883343,0.4772510652542114,0.4787878782749176,28.51542592406861,0.8267527604103089
7,1.0029537172317504,0.0023924403116106986,0.34034142971038817,0.33943066716194153,28.188288970162986,0.8414606998562812
8,0.9905829906463623,0.002396360069513321,0.358563072681427,0.3485386984348297,27.392986398570937,0.8468147982954979
9,0.9925195636749268,0.0023798325741663574,0.4059356050491333,0.39897880220413207,30.34973329755198,0.865459079861641
10,0.994373987197876,0.001924967959523201,0.4432532749176025,0.4378373601436615,26.363943457475276,0.8657196313142776
11,0.9853604087829589,0.0022456397470086813,0.406109646320343,0.3889777019023895,28.36151707203755,0.8741033505797386
12,0.9985268301963807,0.0020105252722278236,0.35293979454040525,0.3490366630554199,27.672601606471407,0.8171871867477893
13,0.9931341323852539,0.0018599809538573026,0.3858631081581116,0.3788965911865234,29.788018911622988,0.8653267379403115
14,0.9890162858963013,0.0020409791469573973,0.33398248338699343,0.3235348334312439,26.03342734932458,0.8436843317747116
15,1.0001643233299256,0.0023328879605978726,0.2945461053848267,0.2922538266181946,28.586562802159804,0.8732705941796303
16,1.0056730251312256,0.0018360741250216962,0.33421763324737547,0.34428943729400635,27.839504439709163,0.8711060344576835
17,1.001036678314209,0.0014915512250736355,0.5084708104133606,0.5102388634681702,31.298635702886646,0.9014043578505516
18,0.9976463270187378,0.0015856750998646022,0.5103700733184815,0.5090566744804382,30.909511664516543,0.8788915133476257
19,0.9991092834472656,0.0014840572252869605,0.5219683356285095,0.5195244178771973,32.71237899547977,0.9134815685153007
20,1.0015159873962403,0.0012276799669489265,0.5097781949043274,0.5106413164138794,28.56098453087107,0.8999287776947021
21,0.9996238317489624,0.0014814341347664595,0.5062677044868469,0.5044657444953918,25.377879383545398,0.8998254701495171
22,1.0028715963363648,0.0015397070478647948,0.5087325415611267,0.5115318565368653,28.66554060564198,0.9012890455722808
23,0.9977870388031006,0.001509086525067687,0.4831997346878052,0.47927712607383727,33.230460378454545,0.9167458936572075
24,1.0011206169128417,0.0012819973081350327,0.49385642576217653,0.4956592769622803,31.49502929265942,0.903273659825325
25,1.0000881958007812,0.001306861164048314,0.546752833366394,0.548452799320221,31.285374235745977,0.9104883396625518
26,0.9993941950798034,0.0012649160642176866,0.584592276096344,0.5843532242774964,30.331164574323033,0.9085793512463569
27,1.0002350587844848,0.0013569268248975277,0.5937136673927307,0.5911255619525909,27.96214727679553,0.8955014745593071
28,0.9985257053375244,0.0016241440679877997,0.4720451142787933,0.4653339862823486,32.65351299003023,0.914466300547123
29,0.9948296756744385,0.0014998704129830004,0.3978372507095337,0.3902479648590088,32.8271068252386,0.9134122581481934
30,0.9992607183456421,0.0013572696661576628,0.3467618703842163,0.345084632396698,26.303449000850534,0.912666981458664
31,0.99998610496521,0.001468958806246519,0.3722789423465729,0.37273896169662474,32.46085959969632,0.917235946059227
32,0.9990757808685303,0.0012188375620171429,0.42064285492897036,0.4207385516166687,32.41973942453687,0.9253410686254502
33,0.9985617809295654,0.0013366584898903966,0.44227508854866027,0.4402257261276245,30.18972544197373,0.9056929348707199
34,0.9987147035598755,0.001319332300685346,0.3774270029067993,0.37207407808303833,32.76341116389538,0.9220676352977752
35,0.9990592060089112,0.0013837965549901127,0.3131843769550324,0.31026935267448424,30.81621744560067,0.9193972106575966
36,0.9990642099380493,0.0016101993806660175,0.29197181677818296,0.29022338438034057,27.55413198542704,0.9143499690294266
37,0.9920731515884399,0.001708968129940331,0.2889975843429565,0.27805859565734864,34.060648692584316,0.9145916555523872
38,0.994956377029419,0.0014779940582811833,0.2637336459159851,0.25927018427848814,33.39675621270778,0.9234208027124405
39,1.0044088096618653,0.001345200190320611,0.3124768350124359,0.3184998044967651,33.29502058287385,0.9217250421047211
40,0.9983780755996704,0.0013008779725059867,0.34455868339538576,0.340033079624176,33.45648600735815,0.9312732390165329
41,0.9965322017669678,0.0013675307612866163,0.30118465900421143,0.29946612477302553,30.42655098937955,0.922417049586773
42,0.9967098789215088,0.001424979718402028,0.3420106084346771,0.33850201034545896,32.16527120520722,0.9214074824452401
43,0.99843528175354,0.0011790517633780838,0.3789980742931366,0.3779179735183716,29.776025480283693,0.92500986379385
44,0.9987059931755066,0.0012426845245063305,0.38559281969070436,0.3849012460708618,33.38531193799481,0.9324055626988411
45,0.9976965808868408,0.0011706415191292763,0.4078748378753662,0.4040106821060181,32.29640915847987,0.9216109237670899
46,0.9989949340820312,0.001219590038061142,0.3808623785972595,0.3794364879131317,33.18710902771248,0.9337295034527778
47,0.9946552429199219,0.0011625689100474119,0.38882729840278624,0.3833111751079559,32.22106599021991,0.9285614312291145
48,1.0009556941986084,0.0012150736153125764,0.4104222497940063,0.4130103087425232,34.03495399989875,0.928340968132019
49,0.99949356174469,0.0010535262245684861,0.445604590177536,0.4437923324108124,33.92005197052828,0.9321944180727005
50,0.9981425957679748,0.0012807145034894347,0.394455629825592,0.389023681640625,32.360934845913775,0.9297911863327026
51,1.0015271253585816,0.0014622523821890355,0.31095009922981265,0.3108211922645569,32.06372052521105,0.9286756193041802
52,0.9986749610900879,0.0013886136803776025,0.3540813283920288,0.35483093810081484,30.991016475556435,0.9263949397802352
53,1.0011395168304444,0.0011212533228099346,0.38322515177726746,0.3844937787055969,34.731635594605606,0.9338103675842285
54,0.9994286117553711,0.001193102183751762,0.3778347454071045,0.37728063106536863,33.108329162593,0.9334064870476723
55,0.9992933826446533,0.0010245564570650458,0.3755892524719238,0.37377669620513915,32.18093953050265,0.9204905595779419
56,0.9948764638900757,0.001204872453585267,0.35831000328063967,0.35264616322517395,33.47613889428925,0.919189534008503
57,1.0010151386260986,0.0012948602885007859,0.36515313339233396,0.3658575973510742,32.52385630321972,0.9292625324130058
58,0.9994446744918823,0.001201580321416259,0.38807848024368286,0.38801167011260984,31.169611515033576,0.9303039860129356
59,0.9987806615829468,0.0010934533793479204,0.37470281982421877,0.3732187783718109,33.18379064027673,0.9361427174210548
60,1.0015490865707397,0.0009829269889742136,0.44311151003837584,0.4477955117225647,34.543827745874594,0.9335180714130401
61,1.0027882871627807,0.0009727217545732855,0.5028854398727417,0.5045712523460388,34.43182971233271,0.9357414635419845
62,0.9980965242385864,0.0011011460600420832,0.4815095138549805,0.4807495880126953,33.7216691532969,0.9095151889324188
63,1.001837010383606,0.0009735923884436488,0.5826446952819824,0.5884508266448975,28.871899872638185,0.9300323143005371
64,1.0004876985549926,0.0007634916398674249,0.6455508060455323,0.646786413192749,31.276178650876844,0.9270583230257035
65,1.0002790679931641,0.000730044855736196,0.6987409076690674,0.6999343204498291,33.918023847179356,0.9376581577062607
66,1.0017854213714599,0.0007011542059481144,0.7161221346855163,0.7178839988708496,35.08885074566066,0.9374345492124557
67,1.0048724784851075,0.0006768570216372609,0.704471275806427,0.7099747395515442,31.422154918932307,0.9338332635760307
68,1.0038930931091308,0.0005761233200319111,0.7946658887863159,0.7993445491790772,34.32316585807743,0.9360219174027443
69,1.0027384252548217,0.0006659745816141367,0.745477159500122,0.7455894517898559,33.313587306792535,0.9317631937861443
70,1.001308045387268,0.0007779017300345004,0.6944056358337403,0.6950700154304504,32.954979206446026,0.9275248323082924
71,1.0007366552352905,0.0007412430346012116,0.6845780200958252,0.6849977736473083,29.161197324754795,0.9301656913161278
72,1.0027086753845216,0.000802599547430873,0.6589876093864441,0.660153021812439,32.719019594507664,0.9321224690079689
73,1.0029839973449708,0.0007631302233785391,0.6683196506500244,0.6724222278594971,32.30175779832535,0.9383436267375946
74,1.0053791251182556,0.0006878352942876518,0.70085191488266,0.7062561626434326,35.03616880501773,0.9375292857289315
75,1.0046659836769103,0.0006738289389759302,0.6878432664871216,0.6919623312950134,35.04611912815381,0.9309857902526856
76,1.0011989650726318,0.0007432523369789123,0.6792588806152344,0.6807622966766358,32.95931096346658,0.9349064313173294
77,1.0015392408370971,0.0006728769396431745,0.7115969009399414,0.7139212651252747,34.66959345591249,0.9391840331554413
78,1.002211368560791,0.0005728768683038652,0.7763043208122253,0.7804454641342163,34.91273270389929,0.9381273030638695
79,1.00192484664917,0.0005607761619612575,0.7721697759628295,0.7725864977836608,34.81084116793148,0.9386358209252358
80,1.0011241235733033,0.000610252432525158,0.7321995792388916,0.7319970536231994,33.290744079485286,0.9389221971035003
81,1.0028023018836976,0.0006422649892047047,0.7483067955970765,0.7507667922973633,32.913671971344016,0.9377447009682656
82,1.000169912815094,0.0007163743884302675,0.6905332736968994,0.6873887462615966,34.629885794593605,0.9323022840619087
83,1.0042201957702637,0.0007450403827242554,0.6721673555374146,0.6751693124771119,33.5628907479347,0.9390399666428566
84,1.0018828954696655,0.0007452952046878635,0.6100455732345581,0.6099266605377197,35.50503702018852,0.9416486130356788
85,1.0019587712287903,0.0007355880681425333,0.584332691192627,0.5871914100646972,34.72343418462468,0.9410217313170433
86,1.0025078144073487,0.000738535520620644,0.6144767169952392,0.6178488049507141,35.43525018663648,0.9397513055801392
87,0.9999527673721313,0.0006516727884300053,0.6521432428359986,0.6530005760192871,35.2038705649284,0.9387354244589805
88,1.000541566848755,0.0006989943999797106,0.6724639148712158,0.6732581729888916,31.91295218158881,0.9380386942029
89,1.0012641944885254,0.0007826527496799827,0.6921722078323365,0.6921897706985474,34.218449954334396,0.9388163285255432
90,1.0011274662017822,0.0007501891469582915,0.6417093334197999,0.6415907669067383,35.05412121976193,0.9408949676156044
91,1.0027229299545288,0.0007848739097826183,0.5939398689270019,0.5947102794647217,33.60541459057068,0.9334875400662422
92,1.000897331237793,0.0007857145927846432,0.5403404655456543,0.5379820408821105,35.00630553347813,0.9407573200464249
93,1.0005067720413208,0.0008919744957238436,0.48881404781341553,0.4867268667221069,34.052501187767064,0.9374141613245011
94,1.00149054813385,0.0008810309190303088,0.47683652758598327,0.47639520359039306,35.38011287593834,0.9422217754721641
95,1.0003529224395753,0.0009203200098127127,0.3765922193527222,0.3726086797714233,35.703732034301545,0.9404691697359086
96,1.0005212898254394,0.0009927833201363683,0.31483965253829954,0.31511512684822085,35.16024520879355,0.9416374359130859
97,0.999084478378296,0.0009496828820556402,0.34848781394958495,0.3468613003492355,35.54737199803493,0.9421715994477272
98,1.0014627132415772,0.0009787049777805806,0.3460448031425476,0.34486851692199705,33.51082714166739,0.940221104323864
99,1.0021012344360352,0.000854065656196326,0.45290243124961854,0.4541256694793701,35.05917909294804,0.9405932993292808
100,0.9996165971755981,0.0008952414849773049,0.4226784424781799,0.41858464097976683,35.773245336468506,0.9420587072968483
